huisnummer;postcode;woonplaats;lat;lon
37;8021CC;Zwolle;52.51764407310921;6.102024658246269
47;8266HC;Kampen;52.5509709653757;5.914263605052731
26;8265CK;Kampen;52.55316054981711;5.90592363314483
29;7421EX;Deventer;52.2443677956297;6.226608408847059
23;8032VA;Zwolle;52.527844072407106;6.106700044898879
225;7415LV;Deventer;52.2683492412965;6.16034890541682
74;7415AN;Deventer;52.2649030686446;6.15850747565455
16;8262WM;Kampen;52.560062830071104;5.90001272963233
110;8043TR;Zwolle;52.5369405245554;6.0345947687143395
96;8021BS;Zwolle;52.5168497112751;6.105047556525871
23;7424AC;Deventer;52.263329789996796;6.219477463955299
5;7412VK;Deventer;52.259695000488;6.150815124244501
42;8043XJ;Zwolle;52.5248802449102;6.058638984253481
26;8012XG;Zwolle;52.501368622109396;6.10846023064
67;8014BB;Zwolle;52.48663287192921;6.10600880221939
122;8265RZ;Kampen;52.54255511808721;5.907310217208099
10;8265GL;Kampen;52.5543479030855;5.89518310741876
20;8043JM;Zwolle;52.5399817256594;6.0622279742538705
120;7412BG;Deventer;52.2607768515674;6.151697919411401
24;8011AA;Zwolle;52.5107814861446;6.08535090770403
37;7421HT;Deventer;52.243214394522894;6.22580733834931
3;7411KP;Deventer;52.2534188357626;6.15707323765586
17;8011PN;Zwolle;52.5107995677221;6.0926975761287
25;8013XJ;Zwolle;52.5016833886723;6.11497216570381
15;8014BA;Zwolle;52.4877028923981;6.1087807516063295
7;8266KJ;Kampen;52.53589716882011;5.92883965746313
15;8042EX;Zwolle;52.52451796710999;6.04459502843583
8;8266CE;Kampen;52.5492688962634;5.91871716760952
75;8033CH;Zwolle;52.5363891291263;6.112822868959251
31;7412MD;Deventer;52.267209215160506;6.141493026800379
63;7413XZ;Deventer;52.259658928149605;6.16807560680234
61;7411AS;Deventer;52.2504071075249;6.16834798566617
38;7411CC;Deventer;52.2501718712404;6.15811688630955
24;8044RD;Zwolle;52.5427671306256;6.03954455814121
20;7422MH;Deventer;52.2481756307435;6.20991723234721
64;8017DJ;Zwolle;52.498349156786794;6.089826281279769
156;8261CZ;Kampen;52.5594141256782;5.91584628830931
22;8266CE;Kampen;52.54896805750939;5.918354723232981
38;7412ZR;Deventer;52.263644026962204;6.14191788709229
100;7412CV;Deventer;52.2722902729772;6.14055553104378
13;8042AW;Zwolle;52.521000132823;6.05215182776124
45;8266DE;Kampen;52.549106222846;5.92124776045894
159;8265ZV;Kampen;52.547512721800395;5.906492133984901
44;7417ZP;Deventer;52.25320386983479;6.17310585375688
89;8014PM;Zwolle;52.47853074951549;6.11108265023551
51;7415KV;Deventer;52.2680816792601;6.1712790241284505
11;8265ER;Kampen;52.5548951956176;5.90129873175355
4;7415TL;Deventer;52.26637591046221;6.161064338878339
147;7421EN;Deventer;52.243791328922995;6.22441772866262
2;8265CT;Kampen;52.5513060505495;5.904589418133201
12;7421AB;Deventer;52.2433477922476;6.21723558751609
89;7417VC;Deventer;52.255726480542606;6.18684984888013
17;8011ND;Zwolle;52.510707956032;6.0912670115616105
33;8265BS;Kampen;52.5484744114408;5.91016069918352
27;8011HE;Zwolle;52.507896666361596;6.09497010800119
156;7417VL;Deventer;52.2549730151355;6.18794939841671
31;8011AV;Zwolle;52.512745085844294;6.084609969531781
98;7412XZ;Deventer;52.261984758113;6.1399561676783
168;7417VL;Deventer;52.2545348815872;6.18893742805894
3;8262DA;Kampen;52.5609265221268;5.9087765163230195
36;8023SC;Zwolle;52.512288949637394;6.105333234556809
8;8266JA;Kampen;52.53797497869;5.92991963164259
23;7415SM;Deventer;52.26674442862411;6.1648973248389805
54;8023BG;Zwolle;52.5159568707424;6.11606274555863
36;8022PL;Zwolle;52.5159990563894;6.10840721113847
5;7425AW;Deventer;52.2559242051565;6.2206570764904
249;8022TH;Zwolle;52.5242953066535;6.11362422138402
21;8014PJ;Zwolle;52.478641398754206;6.11316484194571
110;7412HG;Deventer;52.2651022420994;6.13129194396301
274;7412AV;Deventer;52.27045631989571;6.1410188712851905
15;8023TS;Zwolle;52.5117284200229;6.10797340058479
26;7412XE;Deventer;52.260721292941895;6.15032363032662
4;7411GE;Deventer;52.250485754211205;6.160443396654731
7;7425GG;Deventer;52.26052796963899;6.223430622377349
175;8043LW;Zwolle;52.5342145658138;6.05526113182487
88;8043DT;Zwolle;52.5329985215078;6.0618977188307
93;8021AV;Zwolle;52.516328405443794;6.10641665260651
53;7419AC;Deventer;52.2500016966783;6.14587471993472
48;8031KW;Zwolle;52.5281501785913;6.08633994368047
51;8262GH;Kampen;52.5598250193727;5.90107989826587
53;8262GH;Kampen;52.559863492289296;5.90098278222069
11;8262RW;Kampen;52.5627954938919;5.9072533774569
59;8264DG;Kampen;52.5601587119341;5.894053021070469
40;7423DP;Deventer;52.2561213931202;6.208686777677929
26;7416AX;Deventer;52.2610176159589;6.175241265141
65;8014DP;Zwolle;52.4874373541121;6.11692995206188
10;8013TK;Zwolle;52.4999565812562;6.11010936271469
12;7416CE;Deventer;52.2571679416443;6.17372329333794
11;8043XM;Zwolle;52.525981496639005;6.05785260443663
6;7411SE;Deventer;52.255871338511106;6.14995579390554
18;8016BK;Zwolle;52.4816562993955;6.10731139136288
106;7422MZ;Deventer;52.246248297206606;6.21385685672798
30;8265MA;Kampen;52.5449724832566;5.89976572601207
80;7415GM;Deventer;52.271355538971;6.1695932457678
20;8043TX;Zwolle;52.538132940024205;6.035134921134059
249;8032KH;Zwolle;52.5337215728675;6.1043800979387495
101;8266CM;Kampen;52.5482610152072;5.92108937332055
514;7415JL;Deventer;52.271954713053596;6.17181876387638
28;8265EJ;Kampen;52.5552272961876;5.90200792633754
16;7414CP;Deventer;52.275644351021995;6.15151398362404
26;8264DP;Kampen;52.557665422997296;5.895735659786941
6;8266KB;Kampen;52.5374316889384;5.92749762071558
8;8262RG;Kampen;52.5628030060668;5.90354626714191
345;8031AW;Zwolle;52.5225175131363;6.087776133198401
2;8261KB;Kampen;52.5543912549804;5.91928298793648
9;8014DN;Zwolle;52.48774847193089;6.11782874432926
13;8022RR;Zwolle;52.520332092354;6.110578550801249
375;7411ZJ;Deventer;52.2484162867731;6.16327503351826
3;7425GS;Deventer;52.2592624568793;6.223956709969209
455;8043VD;Zwolle;52.5306027963162;6.05350933062994
11;8264DA;Kampen;52.5574384519509;5.89436097639262
36;8266BD;Kampen;52.5457859910205;5.92099619680323
34;8043AN;Zwolle;52.5337746032541;6.06785336724906
26;7425PC;Deventer;52.262689303596794;6.231657247229119
84;7413AS;Deventer;52.2609562414534;6.15789943185366
29;8266LE;Kampen;52.53120218965;5.9297916658873095
11;8011HA;Zwolle;52.5070905499084;6.09408105452554
61;7411AS;Deventer;52.2502125952808;6.16812370418947
5;8034PD;Zwolle;52.5367595707755;6.12244356889317
7;8043MT;Zwolle;52.54060665692921;6.04909791604419
56;8023VA;Zwolle;52.5110149457082;6.1076231382726105
450;8265AS;Kampen;52.5490377540331;5.91330513433048
11;7415EJ;Deventer;52.26646084990811;6.17614911034981
24;8261HS;Kampen;52.556226062590504;5.92028068277129
4;8012BH;Zwolle;52.5044544897976;6.10327363467589
18;8044PK;Zwolle;52.5411011851795;6.03420432770864
104;7415TX;Deventer;52.26760522383079;6.16402647320887
28;8265CR;Kampen;52.552909712021;5.90309497052307
8;7425BA;Deventer;52.257654253179105;6.219693033908019
26;8262PB;Kampen;52.5643804913304;5.9070160925223
25;8043WK;Zwolle;52.538874697602395;6.045504266145559
9;8023TA;Zwolle;52.513932504886505;6.10818482578033
100;7415SL;Deventer;52.2675079840031;6.16379094495791
264;8265AK;Kampen;52.5505507697667;5.91088756424812
8;7417TG;Deventer;52.2565114268461;6.186409918629071
56;7411JD;Deventer;52.2521615556052;6.159326361181621
4;8011PT;Zwolle;52.5108985276025;6.0957298968990195
57;7414BB;Deventer;52.2757961302324;6.144199910867879
1;8032GA;Zwolle;52.5303584911576;6.099020831847451
43;8033BZ;Zwolle;52.5302830587157;6.1133599525065
6;7411MB;Deventer;52.2489084747344;6.1695802045138
10;7413SH;Deventer;52.2620408899469;6.15631086014495
9;8265SV;Kampen;52.5382096650481;5.91323422187898
307;7424BA;Deventer;52.2615300893727;6.21465383455274
11;7417ZR;Deventer;52.253400449037294;6.17205290794358
10;8261KE;Kampen;52.55416990690289;5.92050589560875
26;7412VB;Deventer;52.259537839290196;6.1528777116749795
39;8033DW;Zwolle;52.53773379544501;6.1063761830589405
48;8043ER;Zwolle;52.5356215773989;6.05964460269055
146;8266GM;Kampen;52.5456490511157;5.92176457419989
60;8261HT;Kampen;52.5571014359425;5.91909818063079
215;7422LP;Deventer;52.247762405020396;6.214339217460769
27;8043TL;Zwolle;52.535674822639294;6.03833962165725
71;7413XB;Deventer;52.260252867305;6.1658678490310095
79;7414VH;Deventer;52.27741555039739;6.13740400707189
139;7412AD;Deventer;52.2627782315043;6.145184452235401
78;8265AE;Kampen;52.55086547493279;5.910947976799211
56;7415NG;Deventer;52.2767004591422;6.17200682047037
105;7413EN;Deventer;52.2617421647846;6.15194655312965
26;8043NW;Zwolle;52.5418272811551;6.057559689376861
38;8017JW;Zwolle;52.5035250417766;6.08538010585014
30;8265RD;Kampen;52.5435949147816;5.90913591262329
6;8266KH;Kampen;52.536064563127496;5.928218407633429
128;8262GB;Kampen;52.5599368219456;5.9020069454046
40;8024AN;Zwolle;52.523605332415706;6.1398290868036
81;8024ZV;Zwolle;52.5244946921898;6.14111432802552
3;8021WL;Zwolle;52.518771264055395;6.09536846296433
20;8264BN;Kampen;52.557220561395;5.89221570421781
500;8265AV;Kampen;52.5486752680293;5.913875964690441
71;7412PD;Deventer;52.2654199020362;6.13310722683837
7;7423EE;Deventer;52.2559406287695;6.20933577194834
90;7416BE;Deventer;52.25759000686521;6.1715333985169005
120;8011BB;Zwolle;52.5135976749748;6.08220615822689
100;7415TX;Deventer;52.2675597334256;6.1639788715491
59;8261BW;Kampen;52.5571402322288;5.91721633945719
38;8023SC;Zwolle;52.5122716573714;6.10529762807929
46;8265WJ;Kampen;52.546760630102504;5.915818376967129
21;7411KG;Deventer;52.2530111580852;6.15676617426121
77;7423GG;Deventer;52.2514651235859;6.20015862269635
10;8265GA;Kampen;52.5538657291897;5.8978555958464005
228;7423XE;Deventer;52.2532992683334;6.208578309863159
51;7413AB;Deventer;52.258735017934;6.1670569930713794
12;7411CK;Deventer;52.251300671536;6.16596211508971
16;7412GK;Deventer;52.2635620761848;6.139265077412441
48;7413TW;Deventer;52.261590262826005;6.156117447006269
51;8012VW;Zwolle;52.5045390359601;6.10081803760139
199;8014VJ;Zwolle;52.4827773536909;6.115404314719651
50;8017LW;Zwolle;52.4915182827433;6.099965787527441
65;8033BN;Zwolle;52.534264493352296;6.11389081904739
41;8262GV;Kampen;52.5575757019813;5.90569344666378
24;8014LH;Zwolle;52.48346939936071;6.1208438549808895
14;7411DD;Deventer;52.249723413406;6.16640527505192
48;8011SX;Zwolle;52.514024093108596;6.092887717194801
106;7413TS;Deventer;52.263464690626;6.153520717519539
147;8265HV;Kampen;52.552628639816;5.893757147897019
61;8261HR;Kampen;52.557189396148395;5.9193866980218495
14;8262RS;Kampen;52.5630749402769;5.905638040635201
80;8032TW;Zwolle;52.5370717759973;6.10125058885201
53;8017PM;Zwolle;52.496873624277;6.092569034474731
2;8263AC;Kampen;52.56532426462629;5.89979077153421
63;7425GC;Deventer;52.2599989222789;6.221495107041481
27;7412DN;Deventer;52.26430474969499;6.14563993355486
31;8024ZJ;Zwolle;52.5244461867695;6.133018369711389
64;8022BE;Zwolle;52.5238660734772;6.11446681991871
46;8261AW;Kampen;52.5602740620626;5.913960738496231
18;8032CE;Zwolle;52.5272336985409;6.111470809873659
49;7415ST;Deventer;52.2661664540373;6.16638599050529
23;8261CC;Kampen;52.555891755509606;5.91953464976735
20;8032BR;Zwolle;52.5258065556329;6.109521396308921
24;8266LN;Kampen;52.532951587027995;5.92850832612386
37;7414BA;Deventer;52.275433893321505;6.144271372702639
29;8265TD;Kampen;52.5370089916508;5.90912362085452
21;7412WE;Deventer;52.2593228428741;6.14553081553083
22;8019AW;Zwolle;52.5070599729453;6.076338985882
21;8014ZX;Zwolle;52.4845515918771;6.108680690074049
20;7412VA;Deventer;52.25908434157721;6.151872133356661
14;8265GA;Kampen;52.55396929575979;5.897597434663321
48;7414AT;Deventer;52.2763104077595;6.147188165362651
11;8265PD;Kampen;52.5332900343804;5.90273570417441
5;8021AC;Zwolle;52.513312618276395;6.101976899505219
71;8266HD;Kampen;52.5508936595327;5.915544150527801
177;7411CV;Deventer;52.2511362505516;6.16712146750459
23;7416WD;Deventer;52.258292775152995;6.1754566373865
2;8262PX;Kampen;52.563862935782005;5.903168640724809
11;8021DC;Zwolle;52.517074551617206;6.09291957064121
21;8022NS;Zwolle;52.5185313616806;6.112997816339231
68;8043XA;Zwolle;52.524039604588395;6.06341090557503
27;8265SJ;Kampen;52.540147012838;5.90589652582723
36;8017DW;Zwolle;52.4975529028994;6.09009850685418
6;8011TD;Zwolle;52.512052434025705;6.094608588258481
20;8261EN;Kampen;52.5539948997265;5.9199286868862995
25;7415SR;Deventer;52.265916175645295;6.165747265735099
43;8043BA;Zwolle;52.53529621087689;6.06308645808955
17;7413VJ;Deventer;52.2602826472076;6.163853684522961
51;8261HA;Kampen;52.5559468590181;5.917685644206
43;8261CD;Kampen;52.556396868353396;5.918888107807111
17;7423CM;Deventer;52.2555610670581;6.2044515755925405
4;7412PS;Deventer;52.26663728600779;6.140474413079151
38;8021DR;Zwolle;52.5186613418171;6.092132712806049
102;8266BW;Kampen;52.548279575807;5.9191478251950596
27;7418HE;Deventer;52.229156277632505;6.20797749041937
1;7414BJ;Deventer;52.272268219028504;6.15045875892586
202;7423AH;Deventer;52.2512621435935;6.2072485332215
13;8014TJ;Zwolle;52.478737382028;6.11711732521212
85;8264PA;Kampen;52.548106441198996;5.85777207489147
174;7417WP;Deventer;52.2553437753306;6.182620503314579
62;8032ML;Zwolle;52.536313570945396;6.0946606889016195
10;8261KE;Kampen;52.5542045742552;5.920471222111959
19;8032DS;Zwolle;52.5282393416294;6.10042719225549
13;7424GA;Deventer;52.2647248008128;6.2187087325446795
12;8265TN;Kampen;52.535856453815796;5.9167095021924005
25;8016MB;Zwolle;52.4778410770194;6.109396023096651
43;8024XA;Zwolle;52.5212920361787;6.132805882727821
23;8015AH;Zwolle;52.4733183309289;6.12027416911632
202;8265WN;Kampen;52.5451109020123;5.91728141088639
1;8016ME;Zwolle;52.47579482378429;6.108076266664639
16;8017NW;Zwolle;52.4954961565862;6.09699640529819
26;8265KL;Kampen;52.5473192311458;5.89873939554603
67;8265HP;Kampen;52.5523388047931;5.88994911394477
56;8265LA;Kampen;52.550276962754296;5.890454943049849
20;7414HH;Deventer;52.2763810387702;6.145987830446531
4;7423GH;Deventer;52.2512601455589;6.20251268461976
6;8261JM;Kampen;52.554676610708704;5.9210206842596795
8;8262AK;Kampen;52.564232700834296;5.898698360505481
5;8266KK;Kampen;52.535306135379294;5.92941078686998
66;8262ES;Kampen;52.558096910644295;5.90662966178106
27;8265ZP;Kampen;52.547395156471005;5.90797923546139
26;7415SN;Deventer;52.266886213204295;6.165218555935941
138;7415GG;Deventer;52.264336095947705;6.16683293003143
11;8262BA;Kampen;52.5632559933309;5.899835444474849
34;8265SN;Kampen;52.5395942689151;5.91128979927109
4;7415BX;Deventer;52.2679706634836;6.15482842717651
75;8043JA;Zwolle;52.538947108111294;6.0622504218626
36;8043DB;Zwolle;52.530680347617206;6.064262945276231
4;8043WP;Zwolle;52.5385384998631;6.042569361538059
15;7412WE;Deventer;52.259206679157494;6.14569483288517
28;8011LD;Zwolle;52.5118005268747;6.08832933754448
127;8261GK;Kampen;52.559675676960296;5.9128878439372805
7;8261HS;Kampen;52.5555866345897;5.920881285354401
54;7413ZH;Deventer;52.2587252685177;6.16521102981913
32;8264DB;Kampen;52.557875307729795;5.89343303210584
186;8261CW;Kampen;52.5600071176968;5.91504539185924
20;7413AX;Deventer;52.265876119781396;6.152620600473631
10;8043CG;Zwolle;52.53082112823729;6.06301454746948
18;7425NZ;Deventer;52.2563164839831;6.2361609381408
91;7415HS;Deventer;52.271368900689296;6.17164466848549
15;8016KG;Zwolle;52.484526619253906;6.0935464539203705
87;8016EW;Zwolle;52.4881056981692;6.09991688491601
51;8264BZ;Kampen;52.556174088557796;5.888895930374059
2;7411ET;Deventer;52.2523417528627;6.16122778114702
69;7419BB;Deventer;52.248310740149705;6.14465974650226
92;8261GG;Kampen;52.55752817104779;5.914132559213519
20;8042JD;Zwolle;52.5197688192443;6.047148938154111
16;8014PG;Zwolle;52.4779448319512;6.11414216428934
132;7414HV;Deventer;52.2777141240084;6.14802144016991
50;7414HT;Deventer;52.27772398032911;6.14825647355106
23;8265MG;Kampen;52.5457796959405;5.89675841390625
269;8265XR;Kampen;52.5446735779846;5.90955955825293
7;7423DR;Deventer;52.255269659618904;6.2088839887536
27;8033BC;Zwolle;52.5315227549699;6.11307288542759
22;8015AD;Zwolle;52.473193818195895;6.119030175632731
15;8264PB;Kampen;52.557401965672796;5.895920646088
319;8043LX;Zwolle;52.53302334587401;6.0548005872626
22;8023TB;Zwolle;52.5135112923332;6.10742142401567
60;8043XA;Zwolle;52.5241403284459;6.063349338852941
10;8265TH;Kampen;52.5364637688878;5.91658274117484
26;8016MG;Zwolle;52.474678724910795;6.10968966175472
4;8024XC;Zwolle;52.52123096572289;6.13525403316432
29;8262GV;Kampen;52.5576586308148;5.90545214484716
167;8265HW;Kampen;52.5521384136489;5.89394478247084
21;8261JS;Kampen;52.5548404575599;5.9217838541395995
72;7417AA;Deventer;52.254206758517704;6.173471684345599
23;8262CP;Kampen;52.56241610977679;5.90212291172493
2;7417WM;Deventer;52.25593332975921;6.18398150497939
42;7411CC;Deventer;52.2502350956765;6.15800504449067
19;8043MD;Zwolle;52.5397416467352;6.05196900460088
18;8011AK;Zwolle;52.5115119466945;6.0853106799512995
6;8043BX;Zwolle;52.5372361240574;6.06247373374366
6;8043AA;Zwolle;52.5350643469149;6.06712967028466
192;8261CW;Kampen;52.5602422611972;5.915029655863361
8;7418GB;Deventer;52.248236498856;6.19455075781115
28;8043LH;Zwolle;52.5356599115238;6.056575069919031
19;8011LL;Zwolle;52.5132649251248;6.0886248606638
5;8032KA;Zwolle;52.533995325727304;6.10275749234264
160;8022RM;Zwolle;52.520771870615604;6.110623197424049
119;8043NS;Zwolle;52.5424619811243;6.055215001880599
4;8015PK;Zwolle;52.44835725344029;6.13101836466784
23;7413VA;Deventer;52.25947783073689;6.16070889400525
12;8014GD;Zwolle;52.4890945402203;6.12023202952688
12;8032XH;Zwolle;52.5348854484142;6.09264577272563
42;7413PD;Deventer;52.2643150315584;6.149335373159991
48;8031TM;Zwolle;52.5302836033603;6.08444559014816
43;7415VZ;Deventer;52.273318448273706;6.16224319153699
16;8011XX;Zwolle;52.5153814540316;6.09625114899471
187;7411BG;Deventer;52.249019086521905;6.16155628549991
42;8014ZP;Zwolle;52.485091288430205;6.1073509151247505
8;8022RX;Zwolle;52.5210522998284;6.10831048246076
24;8265SH;Kampen;52.541853705869705;5.9030383052678
231;8265GH;Kampen;52.555980057622996;5.90385739169744
76;7411RG;Deventer;52.25541803929811;6.156892217070809
16;8012DD;Zwolle;52.50088672793861;6.107004002820831
59;8043NR;Zwolle;52.541495246041606;6.0548179554571195
273;7424AB;Deventer;52.2629383267737;6.216349978606059
22;8262ES;Kampen;52.55889993014971;5.90715336124678
538;8265AV;Kampen;52.5479360299875;5.91484060169803
92;8264BK;Kampen;52.556022120369704;5.8916079701207105
35;8014LA;Zwolle;52.4845824081263;6.12039170571154
31;7415VA;Deventer;52.2728759090551;6.163935089077281
25;7415AR;Deventer;52.265164712692005;6.16110493607409
47;8266CB;Kampen;52.5492274164457;5.917729712501661
14;8023AX;Zwolle;52.517172440450004;6.1156025288202
3;8262WC;Kampen;52.560457559857504;5.899324657235559
38;8266GA;Kampen;52.544844898060504;5.92108307488108
25;8043BG;Zwolle;52.535194330764895;6.0642131301269995
6;7425NP;Deventer;52.2570976681051;6.23260150018147
22;8261AK;Kampen;52.5595860909136;5.914545039233491
214;7411RA;Deventer;52.2562114136109;6.154626463645151
14;8042EX;Zwolle;52.5242818679493;6.04526874831583
3;8261JG;Kampen;52.555701413080904;5.9209131091833305
16;8265DG;Kampen;52.54847958725511;5.905403975406831
145;7411JZ;Deventer;52.251121347684496;6.15895683671171
120;8266BP;Kampen;52.5491971844217;5.915257016584799
9;8266JG;Kampen;52.5378890058205;5.9293021705268005
36;7411PC;Deventer;52.2518125345139;6.15382687779598
102;8264DR;Kampen;52.5584018065275;5.89351062683335
25;7412XD;Deventer;52.260654657225295;6.149819482257779
17;7411GT;Deventer;52.25394210180329;6.16377280687585
38;8014JN;Zwolle;52.4864155876978;6.1208754621183
34;7421HM;Deventer;52.2437343613442;6.229785209245289
9;7412DN;Deventer;52.2635925564749;6.14626319192829
19;7412BV;Deventer;52.2577869959993;6.14562668404423
157;8022ED;Zwolle;52.5230642163639;6.102899675761759
29;8017DB;Zwolle;52.4996015339331;6.084208809203581
20;8266LD;Kampen;52.5317393137279;5.92876120159199
2;8012TV;Zwolle;52.50712256208261;6.09849160135113
59;8043MB;Zwolle;52.5409812579286;6.05250606962752
4;8023CD;Zwolle;52.5117145365367;6.11813099135192
55;8265TV;Kampen;52.5352011670521;5.916122353790049
10;7415KJ;Deventer;52.2694021624926;6.1678975608338495
415;7423BK;Deventer;52.2517429667447;6.21322698077264
45;8021EX;Zwolle;52.5154525882951;6.08772700285017
13;8265RV;Kampen;52.5412247661191;5.90686749659202
24;8017JA;Zwolle;52.50240239470221;6.09308101642426
31;8262AM;Kampen;52.5641491601167;5.89655698702672
23;8012AV;Zwolle;52.5048563252536;6.09695878645517
11;7424DG;Deventer;52.2617076347304;6.21298113158228
80;8262DG;Kampen;52.56168740153829;5.90471523026766
6;7413ZV;Deventer;52.2581513997945;6.16118644675331
75;8265EG;Kampen;52.5549661353279;5.899512922671191
52;8261BZ;Kampen;52.556536533618704;5.91746152752926
35;7411JA;Deventer;52.252843749563205;6.158402620410019
17;7417ZA;Deventer;52.2529681775934;6.16954590353824
25;8043HL;Zwolle;52.529579935573;6.05970523221014
19;7423DM;Deventer;52.2568209248396;6.208121726303441
7;7421CR;Deventer;52.2433818893589;6.21094866012032
24;8265CD;Kampen;52.54958019756371;5.909122481344191
21;7414BA;Deventer;52.2753753501556;6.14489173483485
214;7423ZD;Deventer;52.2523563726099;6.20870887614097
4;8016NB;Zwolle;52.4757893064029;6.1014201951097595
6;7413BT;Deventer;52.26120054338389;6.1611677903752895
2;7422SB;Deventer;52.247954830301104;6.2060354275471
87;8265EH;Kampen;52.554461882789795;5.8994334271213695
47;8043BD;Zwolle;52.5357843071199;6.065285020582321
44;7411HN;Deventer;52.255674877855995;6.157541150263589
5;8262VJ;Kampen;52.5600863244691;5.90444249363086
90;8031KM;Zwolle;52.529098368834;6.08452987141026
41;7414WJ;Deventer;52.2745699055199;6.13806120706264
29;8265MT;Kampen;52.5459058121257;5.8994019919042895
2;7414CP;Deventer;52.2753862838035;6.151113925907531
137;8262GW;Kampen;52.5576829027224;5.9039874121756695
139;8043HZ;Zwolle;52.5312214108095;6.0580682882883
261;7414BR;Deventer;52.2740006128115;6.145593881943211
30;8043LD;Zwolle;52.536729120735906;6.05735674425729
17;8261JS;Kampen;52.5547445306625;5.921830759953919
87;7419CC;Deventer;52.249369644081895;6.140709234756611
53;8264DL;Kampen;52.558489051507394;5.896707931224049
159;8043ND;Zwolle;52.54323560561421;6.05997339856964
58;7411AW;Deventer;52.2494548253841;6.16772904180534
12;8011WC;Zwolle;52.5150333669917;6.0897213984995995
130;8016LV;Zwolle;52.4743085491578;6.106787900942139
76;7423HL;Deventer;52.253969350339794;6.20456879134221
10;8265ES;Kampen;52.554310195255795;5.90203554000113
58;7413CB;Deventer;52.26209364915749;6.16095348602204
14;8043GR;Zwolle;52.5254814715998;6.0641539608952
760;8031MZ;Zwolle;52.5237011474522;6.09324876569296
127;8043XZ;Zwolle;52.52786136258779;6.057191459457389
68;7412EG;Deventer;52.2656132318997;6.14319650515511
5;8261BA;Kampen;52.5627609945089;5.91188212141197
42;8013XH;Zwolle;52.4996680820218;6.11668347751304
12;7424HG;Deventer;52.266284033449494;6.224777713015469
26;8033DK;Zwolle;52.5403084899638;6.10649867180158
49;8011LL;Zwolle;52.512854174153205;6.088299593877079
113;8032TT;Zwolle;52.53725482156901;6.10182000308804
100;7412PH;Deventer;52.265700166148996;6.13234276004704
4;7415RX;Deventer;52.2651206976801;6.1623347086716995
169;8043ND;Zwolle;52.5432912348299;6.059996197035639
29;7416BL;Deventer;52.2566766142053;6.1677219458860995
29;8266HC;Kampen;52.5509894837358;5.9141209589682004
384;8265AP;Kampen;52.5487655728281;5.91364112482995
14;8266BC;Kampen;52.54625679180079;5.9225033616937806
2;7411GX;Deventer;52.2547828318655;6.16118766624593
24;8266KH;Kampen;52.5369426775369;5.93052965941936
458;7423BS;Deventer;52.251019667170105;6.21371429828491
11;8265JA;Kampen;52.5520990500008;5.89091315402036
23;7411RG;Deventer;52.2550671799741;6.15758279576717
75;8265BB;Kampen;52.5469919276892;5.91124564873767
20;8011GT;Zwolle;52.505959532979496;6.09438380472808
78;8261LM;Kampen;52.5479153336067;5.92666138091864
39;7411NA;Deventer;52.2535555737794;6.15339615408695
38;8012VL;Zwolle;52.504795663075505;6.0990228941490106
82;7415SL;Deventer;52.267395172349204;6.163576534916179
383;7412AL;Deventer;52.2707409178216;6.1396795174250105
16;7425HS;Deventer;52.26431521593861;6.22629308711063
193;7417VE;Deventer;52.2553569759559;6.18832246220515
37;8044RC;Zwolle;52.543208308000295;6.04071575279863
17;8043TP;Zwolle;52.5362146464149;6.04003594283684
89;8021AV;Zwolle;52.5161983386168;6.1064460166281
1;8012CP;Zwolle;52.50352872426289;6.104345268610281
24;8261HS;Kampen;52.55618614470549;5.920303792986151
99;8265MB;Kampen;52.5445350290106;5.899233333828009
13;8023TW;Zwolle;52.5116985086162;6.10983599074891
19;7421AZ;Deventer;52.2438075185178;6.217359924799959
31;8021XV;Zwolle;52.518760677229395;6.09912637960598
345;7411RJ;Deventer;52.2554273877809;6.1556496891871
41;7415SG;Deventer;52.265987040923;6.16464265510064
3;8261LD;Kampen;52.5532804633498;5.922374186073871
27;8263BA;Kampen;52.5594012114202;5.88315071244795
13;7424AC;Deventer;52.2635638643031;6.219423248932481
18;8011AK;Zwolle;52.5115237071849;6.08493110513505
304;8043DZ;Zwolle;52.5312919222287;6.0611818534953
136;7414VD;Deventer;52.27688973799211;6.13811313636989
2;7413CN;Deventer;52.2614477989025;6.16046898623496
3;8261BR;Kampen;52.558743595275295;5.914974108815111
14;8266CN;Kampen;52.5500531380279;5.918750785103099
36;8266DR;Kampen;52.5495934915452;5.920378496911599
251;8021AR;Zwolle;52.51519891569961;6.10832763821507
31;8266AJ;Kampen;52.5496814047002;5.92378246288829
27;8262BG;Kampen;52.565939362233706;5.90243652731984
8;7417XW;Deventer;52.2556536749321;6.177636091215089
35;8013SM;Zwolle;52.4994981243896;6.114316022281081
27;8262RJ;Kampen;52.5623632578069;5.903919391727349
20;8022CR;Zwolle;52.5217445819561;6.103423267685961
22;7413SH;Deventer;52.2622737838038;6.15613644165526
16;8025AP;Zwolle;52.5043292393457;6.12570988441101
9;7414KB;Deventer;52.27377099697989;6.135679118081981
85;8265KB;Kampen;52.5483694593161;5.896020056426329
20;7415XX;Deventer;52.273721873999904;6.159656802245831
67;7413EB;Deventer;52.26352098972961;6.15826997180241
2;8265SM;Kampen;52.539925573561;5.9075731136017
96;8014PC;Zwolle;52.479284693722704;6.1146496596672595
